Model,Engine Size (cm3),Horse Power (HP),Year,Location,Kilometers,Fuel Type,Price (EUR),URL
BMW Seria 3 330e Aut. Luxury Line,1998,184,2021,Ilfov,158694,Hibrid Plug-In,26789,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-aut-luxury-line-ID7HBCrn.html
BMW Seria 3 320e Aut. M Sport,1998,163,2022,Maramures,48500,Hibrid Plug-In,26800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320e-aut-m-sport-ID7HBEKR.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2020,Bucuresti,122300,Diesel,26899,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7HvRcn.html
BMW Seria 3 330e Aut. M Sport,1998,184,2020,Bihor,103049,Hibrid Plug-In,26900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-aut-m-sport-ID7HvbBq.html
BMW Seria 3 320e Touring xDrive Aut. Sport Line,1998,163,2022,Ilfov,183000,Hibrid Plug-In,26900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320e-touring-xdrive-aut-sport-line-ID7HBDwE.html
BMW Seria 3 330e Touring xDrive Aut. Luxury Line,1998,184,2021,Bucuresti,114500,Hibrid Plug-In,26970,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-touring-xdrive-aut-luxury-line-ID7Hzb6J.html
BMW Seria 3,1995,190,2020,Constanta,124093,Diesel,26990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBwyc.html
BMW Seria 3 330d Aut. Sport Line,2993,286,2021,Bucuresti,151060,Diesel,26990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330d-aut-sport-line-ID7HByQd.html
BMW Seria 3 318i Touring Aut.,1998,156,2021,Bucuresti,120910,Benzina,26990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-touring-aut-ID7HyCR4.html
BMW Seria 3 330i AT Sport Line,1998,258,2020,Bihor,151094,Benzina,26990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330i-at-sport-line-ID7HBj6v.html
BMW Seria 3 330i AT Luxury Line,1998,258,2019,Bucuresti,132414,Benzina,26999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330i-at-luxury-line-ID7HrCu2.html
BMW Seria 3 318i AT,1998,156,2021,Bucuresti,91900,Benzina,26999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-at-ID7HrVJB.html
BMW Seria 3 330i AT,1998,258,2019,Brasov,39500,Benzina,27000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330i-at-ID7HBEd1.html
BMW Seria 3 318i Aut. Luxury Line,1998,156,2020,Bacau,90000,Benzina,27000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-aut-luxury-line-ID7Hw2aW.html
BMW Seria 3,1995,190,2019,Arad,65000,Diesel,27000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBCOx.html
BMW Seria 3 330e Touring xDrive Aut. Sport Line,1998,184,2021,Galati,161697,Hibrid Plug-In,27358,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-touring-xdrive-aut-sport-line-ID7HxwIT.html
BMW Seria 3 330e Touring Aut. Sport Line,1998,184,2021,Bihor,104303,Hibrid Plug-In,27490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-touring-aut-sport-line-ID7HBj0i.html
BMW Seria 3 320d xDrive AT,1995,190,2021,Ilfov,160380,Diesel,27590,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-ID7HAZMW.html
BMW Seria 3 330e AT PHEV,1998,184,2021,Iasi,78800,Hibrid Plug-In,27640,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-at-phev-ID7HBiHu.html
BMW Seria 3,1995,190,2020,Bucuresti,188000,Diesel,27700,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBrDt.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2020,Bucuresti,103728,Diesel,27899,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7Hy5Fb.html
BMW Seria 3 330e Aut. M Sport,1998,184,2020,Brasov,118586,Hibrid Plug-In,27900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-aut-m-sport-ID7HxqM7.html
BMW Seria 3 330i AT,1998,258,2020,Salaj,120000,Benzina,27900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330i-at-ID7HBo2c.html
BMW Seria 3,1995,190,2017,Bucuresti,107000,Diesel,27900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HAzou.html
BMW Seria 3 320i Aut. M Sport,1998,184,2020,Ilfov,90700,Benzina,27976,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-aut-m-sport-ID7Htgvz.html
BMW Seria 3,1995,143,2019,Bucuresti,124000,Diesel,27999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HzsXq.html
BMW Seria 3 330i AT Sport Line,1998,258,2019,Iasi,74700,Benzina,28190,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330i-at-sport-line-ID7HxZRi.html
BMW Seria 3 320d xDrive Aut. M Sport,1995,190,2021,Bucuresti,129500,Diesel,28299,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-aut-m-sport-ID7HABYt.html
BMW Seria 3 330i xDrive AT,1998,258,2019,Valcea,59600,Benzina,28400,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330i-xdrive-at-ID7HBCGp.html
BMW Seria 3,1995,190,2019,Prahova,140000,Diesel,28400,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HAy6M.html
BMW Seria 3 320d xDrive AT,1995,190,2019,Bucuresti,116035,Diesel,28500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-ID7HBAYF.html
BMW Seria 3 318i Touring Aut.,1998,156,2022,Bucuresti,95946,Benzina,28500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-touring-aut-ID7HzaP8.html
BMW Seria 3 318d Touring Aut. Advantage,1995,150,2022,Ilfov,76105,Diesel,28500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-advantage-ID7HydSd.html
BMW Seria 3,1998,184,2020,Bihor,95500,Hibrid Plug-In,28500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HrL85.html
BMW Seria 3 318d AT MHEV,1995,150,2020,Bucuresti,45406,Diesel,28560,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-at-mhev-ID7Hlgho.html
BMW Seria 3 330e Aut. M Sport,1998,184,2020,Ilfov,195000,Hibrid Plug-In,28560,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-aut-m-sport-ID7HAlvV.html
BMW Seria 3 330i AT,1998,258,2019,Ilfov,111916,Benzina,28590,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330i-at-ID7HxmSr.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2021,Bucuresti,113609,Diesel,28790,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7HyK8r.html
BMW Seria 3,1998,204,2022,Ilfov,67466,Hibrid Plug-In,28899,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBt0z.html
BMW Seria 3 330e Touring xDrive Aut. M Sport,1998,184,2021,Bucuresti,139662,Hibrid Plug-In,28900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-touring-xdrive-aut-m-sport-ID7HAwKN.html
BMW Seria 3 320d xDrive Aut. Luxury Line,1995,190,2020,Valcea,35000,Diesel,28900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-aut-luxury-line-ID7HqDf9.html
BMW Seria 3 320d xDrive AT M Sport,1995,190,2020,Ilfov,111850,Diesel,28917,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-m-sport-ID7HvYRp.html
BMW Seria 3,1995,190,2021,Bucuresti,94020,Hibrid,28989,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HkRl8.html
BMW Seria 3 320i xDrive AT,1998,184,2019,Ilfov,54800,Benzina,28989,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-xdrive-at-ID7HAwFv.html
BMW Seria 3 320i xDrive AT,1998,184,2022,Bucuresti,66000,Benzina,28989,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-xdrive-at-ID7HBAYl.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2021,Bucuresti,86000,Diesel,28989,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7HBz4l.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2021,Bucuresti,107000,Diesel,28989,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7HBz56.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2021,Bucuresti,110000,Diesel,28989,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7HBz4P.html
BMW Seria 3 330e xDrive AT PHEV,1998,184,2021,Bucuresti,106909,Hibrid Plug-In,28990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-xdrive-at-phev-ID7HBLIp.html
BMW Seria 3 330e Aut. M Sport,1998,184,2020,Bucuresti,100228,Hibrid Plug-In,28990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-aut-m-sport-ID7HBAzF.html
BMW Seria 3 330e Aut. M Sport,1998,184,2020,Ilfov,115450,Hibrid Plug-In,28990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-aut-m-sport-ID7HBws9.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2021,Ilfov,79000,Diesel,28997,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7HBEjV.html
BMW Seria 3 320d Aut. xDrive Sport Line,1995,190,2019,Bucuresti,59250,Diesel,28999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-xdrive-sport-line-ID7HxgkQ.html
BMW Seria 3 330i xDrive AT,1998,258,2020,Cluj,164975,Benzina,29155,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330i-xdrive-at-ID7HBKKd.html
BMW Seria 3 320d xDrive AT Advantage,1995,190,2020,Timis,89754,Diesel,29490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-advantage-ID7Hr6Nh.html
BMW Seria 3 330e Aut. Sport Line,1998,184,2020,Ilfov,98000,Hibrid Plug-In,29490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-aut-sport-line-ID7HB45V.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2021,Maramures,102000,Diesel,29500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7HAxJL.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2021,Ilfov,155000,Diesel,29789,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7HzWQi.html
BMW Seria 3 320d Aut. Sport Line,1995,190,2020,Ilfov,57000,Diesel,29800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-sport-line-ID7HBnv0.html
BMW Seria 3 320d xDrive AT Sport Line,1995,190,2022,Bucuresti,101400,Diesel,29800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-sport-line-ID7HBKzS.html
BMW Seria 3 320d Touring xDrive Aut. Luxury Line,1995,190,2020,Harghita,47600,Diesel,29900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-xdrive-aut-luxury-line-ID7H9DoA.html
BMW Seria 3 330e AT PHEV,1998,184,2020,Bucuresti,71039,Hibrid Plug-In,29900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-at-phev-ID7HvEa0.html
BMW Seria 3 320d Touring Aut. Advantage,1995,190,2022,Maramures,48963,Diesel,29900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-aut-advantage-ID7HAASD.html
BMW Seria 3 320d xDrive AT Luxury Line,1995,190,2020,Ilfov,79100,Diesel,29900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-luxury-line-ID7HBnJ6.html
BMW Seria 3 320d xDrive AT,1995,190,2020,Ilfov,76419,Diesel,29950,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-ID7Hy4Cr.html
BMW Seria 3 330e AT PHEV,1998,184,2020,Bucuresti,99800,Hibrid Plug-In,29989,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-at-phev-ID7HAcBF.html
BMW Seria 3 330e Aut. Luxury Line,1998,184,2020,Bihor,52500,Hibrid Plug-In,29990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-aut-luxury-line-ID7HBdfP.html
BMW Seria 3 320d M Sport Shadow,1995,190,2020,Maramures,139000,Diesel,29990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-m-sport-shadow-ID7HpyyN.html
BMW Seria 3 330e AT PHEV,1998,184,2020,Bucuresti,69822,Hibrid Plug-In,29990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-at-phev-ID7Hv9u9.html
BMW Seria 3 320d xDrive AT Luxury Line,1995,190,2020,Ilfov,65691,Diesel,29990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-luxury-line-ID7HxiI6.html
BMW Seria 3 330i xDrive Aut. M Sport,1998,258,2020,Suceava,24986,Benzina,29999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330i-xdrive-aut-m-sport-ID7HtpDq.html
BMW Seria 3 320d xDrive AT M Sport,1995,190,2019,Bucuresti,139000,Diesel,30000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-m-sport-ID7HB7ud.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2021,Arges,129800,Diesel,30340,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7HB4eq.html
BMW Seria 3 330e AT PHEV,1998,184,2022,Brasov,59561,Hibrid Plug-In,30345,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-at-phev-ID7HBLzj.html
BMW Seria 3 330e Touring xDrive Aut.,1998,184,2021,Bucuresti,56373,Hibrid Plug-In,30490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-touring-xdrive-aut-ID7Hy17O.html
BMW Seria 3 330e AT PHEV,1998,184,2020,Ilfov,48864,Hibrid Plug-In,30499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-at-phev-ID7HqFmd.html
BMW Seria 3 320d AT MHEV,1995,190,2020,Bucuresti,95667,Diesel,30500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-at-mhev-ID7HAfz0.html
BMW Seria 3 320d xDrive AT M Sport,1995,190,2019,Valcea,78000,Diesel,30750,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-m-sport-ID7HB9nl.html
BMW Seria 3 330i Aut. Sport Line,1998,258,2021,Constanta,49000,Benzina,30800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330i-aut-sport-line-ID7HyBD5.html
BMW Seria 3 330e Aut. M Sport,1998,184,2021,Timis,120843,Hibrid Plug-In,30890,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-aut-m-sport-ID7HB4dO.html
BMW Seria 3 320d xDrive Aut. Sport Line,1995,190,2020,Galati,136237,Diesel,30928,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-aut-sport-line-ID7Htczx.html
BMW Seria 3 330e xDrive AT PHEV,1998,184,2020,Ilfov,62120,Hibrid Plug-In,30949,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-xdrive-at-phev-ID7HwqRb.html
BMW Seria 3 330i xDrive AT,1998,258,2020,Ilfov,66047,Benzina,30990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330i-xdrive-at-ID7HBLEe.html
BMW Seria 3 320i AT,1998,184,2022,Bucuresti,84064,Benzina,30998,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-at-ID7HB76d.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2020,Cluj,105500,Diesel,30999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7Hxgxs.html
BMW Seria 3 320i xDrive AT,1998,184,2019,Dambovita,92500,Benzina,30999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-xdrive-at-ID7HBCoe.html
BMW Seria 3,1998,204,2022,Bucuresti,101511,Hibrid Plug-In,31000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HAyec.html
BMW Seria 3 330i Aut. M Sport,1998,258,2019,Bucuresti,78000,Benzina,31099,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330i-aut-m-sport-ID7Hypo1.html
BMW Seria 3 330e AT PHEV,1998,184,2022,Bucuresti,73891,Hibrid Plug-In,31490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-at-phev-ID7HxfAA.html
BMW Seria 3 330e AT PHEV,1998,184,2021,Brasov,44895,Hibrid Plug-In,31500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-at-phev-ID7HwJ17.html
BMW Seria 3 320i AT,1998,184,2019,Arges,56000,Benzina,31500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-at-ID7H5BMF.html
BMW Seria 3 330i xDrive AT,1998,258,2019,Bucuresti,42005,Benzina,31600,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330i-xdrive-at-ID7HAxu8.html
BMW Seria 3 330i xDrive AT,1998,258,2021,Cluj,57000,Benzina,31900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330i-xdrive-at-ID7HB0Kj.html
BMW Seria 3 330e xDrive Aut. M Sport,1998,184,2020,Galati,127878,Hibrid Plug-In,32118,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-xdrive-aut-m-sport-ID7HvdrR.html
BMW Seria 3 320d xDrive AT M Sport,1995,190,2021,Bihor,90229,Diesel,32499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-m-sport-ID7Hybwg.html
BMW Seria 3 320i GT xDrive AT,1998,184,2020,Buzau,74260,Benzina,32500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-gt-xdrive-at-ID7HAvd3.html
BMW Seria 3 320e xDrive AT PHEV,1998,163,2022,Bucuresti,103069,Hibrid Plug-In,32500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320e-xdrive-at-phev-ID7Hxg91.html
BMW Seria 3 330e AT PHEV,1998,184,2022,Bucuresti,66357,Hibrid Plug-In,32500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-at-phev-ID7HB6pe.html
BMW Seria 3 318d Touring Aut.,1995,150,2023,Bistrita-Nasaud,45000,Diesel,32500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-ID7HxZnR.html
BMW Seria 3 320i Aut. M Sport,1998,184,2021,Ilfov,36600,Benzina,32963,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-aut-m-sport-ID7Hy1xb.html
BMW Seria 3,1995,190,2021,Ilfov,64777,Diesel,33178,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HkGBF.html
BMW Seria 3 330d xDrive AT MHEV,2993,286,2021,Brasov,135827,Diesel,33200,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330d-xdrive-at-mhev-ID7HxntH.html
BMW Seria 3 316d AT MHEV,1995,122,2023,Bucuresti,26000,Diesel,33499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-316d-at-mhev-ID7Hx3EC.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2022,Bucuresti,61000,Diesel,33500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7HuUVm.html
BMW Seria 3,1998,204,2023,Bucuresti,68341,Hibrid Plug-In,33700,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HAwiW.html
BMW Seria 3 330e xDrive Aut. Sport Line,1998,184,2021,Sibiu,59800,Hibrid Plug-In,33900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-xdrive-aut-sport-line-ID7HvWYA.html
BMW Seria 3 330e AT PHEV,1998,184,2020,Bucuresti,69500,Hibrid Plug-In,33915,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-at-phev-ID7Hzg0s.html
BMW Seria 3 318d Touring Aut. M Sport,1995,150,2022,Ilfov,100000,Diesel,33915,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-m-sport-ID7HB7gA.html
BMW Seria 3 318d Touring Aut. Luxury Line,1995,150,2022,Ilfov,63000,Diesel,33915,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-luxury-line-ID7HBmQy.html
BMW Seria 3,1998,183,2019,Bucuresti,83000,Benzina,34000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HvnGL.html
BMW Seria 3 330e AT PHEV,1998,184,2019,Iasi,86000,Hibrid Plug-In,34000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-at-phev-ID7HzFjg.html
BMW Seria 3 330i Aut. Luxury Line,1998,258,2019,Timis,32500,Benzina,34250,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330i-aut-luxury-line-ID7HAehX.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2022,Bucuresti,35000,Diesel,34500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7Hxyvy.html
BMW Seria 3 320i xDrive Aut.,1998,184,2023,Bucuresti,69980,Benzina,34990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-xdrive-aut-ID7HzKws.html
BMW Seria 3,2993,313,2020,Cluj,103100,Diesel,35400,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HB1qX.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2021,Bucuresti,76198,Diesel,35950,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7HzMGm.html
BMW Seria 3 330d xDrive AT MHEV,2993,286,2021,Bucuresti,135043,Diesel,36000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330d-xdrive-at-mhev-ID7HzUi1.html
BMW Seria 3 320d xDrive AT M Sport,1995,190,2022,Ilfov,51000,Diesel,36295,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-m-sport-ID7HBCfZ.html
BMW Seria 3,1995,190,2022,Ilfov,73003,Diesel,36540,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HkGBv.html
BMW Seria 3 320d xDrive Aut. M Sport,1995,190,2022,Bistrita-Nasaud,40300,Diesel,36600,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-aut-m-sport-ID7Hnu77.html
BMW Seria 3,1995,190,2023,Ilfov,36300,Diesel,36930,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HkGB1.html
BMW Seria 3 320e Aut.,1998,163,2023,Sibiu,34743,Hibrid Plug-In,36950,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320e-aut-ID7HBDE7.html
BMW Seria 3 320i xDrive Aut. M Sport,1998,184,2022,Ilfov,72700,Benzina,36970,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-xdrive-aut-m-sport-ID7HBn4L.html
BMW Seria 3 320i Aut. M Sport,1998,184,2022,Arges,72720,Benzina,36989,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-aut-m-sport-ID7HtlHo.html
BMW Seria 3 318i Aut. Sport Line,1998,156,2024,Sibiu,7800,Benzina,37900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-aut-sport-line-ID7HB4Yf.html
BMW Seria 3 320e Aut. Sport Line,1998,163,2023,Ilfov,81400,Hibrid Plug-In,37984,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320e-aut-sport-line-ID7HzL4d.html
BMW Seria 3 330i AT,1998,245,2023,Giurgiu,48708,Benzina,38000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330i-at-ID7HAk09.html
BMW Seria 3 330e AT PHEV,1998,184,2023,Bucuresti,13927,Hibrid Plug-In,38900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-at-phev-ID7HvDgU.html
BMW Seria 3 330e AT PHEV,1998,184,2023,Bucuresti,12273,Hibrid Plug-In,39399,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-at-phev-ID7HwRPr.html
BMW Seria 3 330e Touring xDrive Aut. M Sport,1998,184,2023,Brasov,19800,Hibrid Plug-In,39500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-touring-xdrive-aut-m-sport-ID7HBaWZ.html
BMW Seria 3 318d Aut. M Sport,1995,150,2024,Bihor,8000,Diesel,39500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-aut-m-sport-ID7HqHM6.html
BMW Seria 3 320d xDrive AT M Sport,1995,190,2022,Bucuresti,56000,Diesel,39900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-m-sport-ID7HnK62.html
BMW Seria 3 330e AT PHEV,1998,184,2022,Bacau,20850,Hibrid Plug-In,39900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-at-phev-ID7HAWZE.html
BMW Seria 3 320i xDrive Aut. M Sport,1998,184,2023,Bucuresti,37000,Benzina,39999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-xdrive-aut-m-sport-ID7HABYF.html
BMW Seria 3 320i Touring Aut. M Sport,1998,184,2023,Maramures,25000,Benzina,40000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-touring-aut-m-sport-ID7HwrS8.html
BMW Seria 3 330e xDrive AT PHEV,1998,184,2023,Bucuresti,16493,Hibrid Plug-In,40500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-xdrive-at-phev-ID7HByUq.html
BMW Seria 3 320i AT,1998,184,2023,Caras-Severin,29300,Benzina,40900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-at-ID7HAWgL.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2023,Bucuresti,11400,Diesel,40912,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7HBKM7.html
BMW Seria 3,1995,190,2023,Ilfov,39795,Diesel,41409,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HkGBg.html
